#FrontFace-done
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.33
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.33
0.5,-0.5,0.5,0.0,0.5,1.0,0.5,0.0
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.33
-0.5,-0.5,0.5,0.0,0.5,1.0,0.25,0.0
0.5,-0.5,0.5,0.0,0.5,1.0,0.5,0.0
#BackFace-doine
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.66
0.5,-0.5,-0.5,0.0,0.5,1.0,0.5,1.0
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66
0.5,-0.5,-0.5,0.0,0.5,1.0,0.5,1.0
-0.5,-0.5,-0.5,0.0,0.5,1.0,0.25,1.0
#LeftSide
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.33
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66
-0.5,-0.5,0.5,0.0,0.5,1.0,0.0,0.33
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66                                                                                                                                                                                                                                                       
-0.5,-0.5,-0.5,0.0,0.5,1.0,0.0,0.66
-0.5,-0.5,0.5,0.0,0.5,1.0,0.0,0.33
#RightSide
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.66
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.33
0.5,-0.5,-0.5,0.0,0.5,1.0,0.75,0.66
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.33
0.5,-0.5,0.5,0.0,0.5,1.0,0.75,0.33
0.5,-0.5,-0.5,0.0,0.5,1.0,0.75,0.66
#TopSide
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.66
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.33
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.66
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.33
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.33
#BottomSide
-0.5,-0.5,-0.5,0.0,0.5,1.0,1.0,0.66
0.5,-0.5,-0.5,0.0,0.5,1.0,0.75,0.66
0.5,-0.5,0.5,0.0,0.5,1.0,0.75,0.33
-0.5,-0.5,0.5,0.0,0.5,1.0,1.0,0.33
-0.5,-0.5,-0.5,0.0,0.5,1.0,1.0,0.66                                                                                                                            
0.5,-0.5,0.5,0.0,0.5,1.0,0.75,0.33
