#BackFace
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.25
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.25
0.5,-0.5,-0.5,0.2,0.2,0.2,0.5,0.5
0.5,-0.5,-0.5,0.2,0.2,0.2,0.5,0.5
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.25
-0.5,-0.5,-0.5,0.2,0.2,0.2,0.25,0.5
#LeftSide
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.25
-0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.25
-0.5,-0.5,-0.5,0.2,0.2,0.2,0.25,0.5
-0.5,-0.5,-0.5,0.2,0.2,0.2,0.25,0.5
-0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.25
-0.5,-0.5,0.5,0.2,0.2,0.2,0.0,0.5
#RightSide
0.5,0.5,0.5,0.0,0.5,1.0,0.75,0.25
0.5,0.5,-0.5,0.2,0.2,0.2,0.5,0.25
0.5,-0.5,0.5,0.0,0.5,1.0,0.75,0.5
0.5,-0.5,0.5,0.0,0.5,1.0,0.75,0.5
0.5,0.5,-0.5,0.2,0.2,0.2,0.5,0.25
0.5,-0.5,-0.5,0.2,0.2,0.2,0.5,0.5
#FrontFace
-0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.25
0.5,0.5,0.5,0.2,0.2,0.2,0.75,0.25
-0.5,-0.5,0.5,0.0,0.5,1.0,1.0,0.5
-0.5,-0.5,0.5,0.0,0.5,1.0,1.0,0.5
0.5,0.5,0.5,0.2,0.2,0.2,0.75,0.25
0.5,-0.5,0.5,0.2,0.2,0.2,0.75,0.5
#BottomSide
0.5,-0.5,-0.5,0.2,0.2,0.2,0.5,0.5
-0.5,-0.5,-0.5,0.2,0.2,0.2,0.25,0.5
0.5,-0.5,0.5,0.2,0.2,0.2,0.5,0.75
0.5,-0.5,0.5,0.2,0.2,0.2,0.5,0.75
-0.5,-0.5,-0.5,0.2,0.2,0.2,0.25,0.5
-0.5,-0.5,0.5,0.2,0.2,0.2,0.25,0.75
#TopSide
0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.0
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.25
0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.25
-0.5,0.5,0.5,0.0,0.5,1.0,0.25,0.0
-0.5,0.5,-0.5,0.0,0.5,1.0,0.25,0.25
