#top-centre xyz rgb uv
#pt1
-0.4,0.5,0.693,0.0,0.0,1.0,1.0,0.0
0.4,0.5,0.693,0.0,0.0,1.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
#pt2
0.4,0.5,0.693,0.0,1.0,0.0,1.0,0.0
0.8,0.5,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
#pt3
0.8,0.5,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.5,-0.693,1.0,0.0,0.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
#pt4
0.4,0.5,-0.693,0.0,0.0,1.0,1.0,0.0
-0.4,0.5,-0.693,0.0,0.0,1.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
#pt5
-0.4,0.5,-0.693,1.0,1.0,0.0,1.0,0.0
-0.8,0.5,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0
#pt6
-0.8,0.5,0.0,0.0,1.0,1.0,1.0,0.0
-0.4,0.5,0.693,0.0,1.0,1.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0

#border
#pt1 - black
0.4,0.5,0.693,0.0,0.0,0.0,1.0,0.0
-0.4,0.5,0.693,0.0,0.0,0.0,1.0,0.0
0.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0
#pt2 - black
0.8,0.5,0.0,0.0,0.0,0.0,1.0,0.0
0.4,0.5,0.693,0.0,0.0,0.0,1.0,0.0
0.866,0.1,0.5,0.0,0.0,0.0,1.0,0.0
#pt3 - black
0.4,0.5,-0.693,0.0,0.0,0.0,1.0,0.0
0.8,0.5,0.0,0.0,0.0,0.0,1.0,0.0
0.866,0.1,-0.5,0.0,0.0,0.0,1.0,0.0
#pt4 - black
-0.4,0.5,-0.693,0.0,0.0,0.0,1.0,0.0
0.4,0.5,-0.693,0.0,0.0,0.0,1.0,0.0
0.0,0.1,-1.0,0.0,0.0,0.0,1.0,0.0
#pt5
-0.8,0.5,0.0,0.0,0.0,0.0,1.0,0.0
-0.4,0.5,-0.693,0.0,0.0,0.0,1.0,0.0
-0.866,0.1,-0.5,0.0,0.0,0.0,1.0,0.0
#pt6
-0.4,0.5,0.693,0.0,0.0,0.0,1.0,0.0
-0.8,0.5,0.0,0.0,0.0,0.0,1.0,0.0
-0.866,0.1,0.5,0.0,0.0,0.0,1.0,0.0
#pt1-pt2 - white
0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0
0.866,0.1,0.5,1.0,1.0,1.0,1.0,0.0
0.4,0.5,0.693,1.0,1.0,1.0,1.0,0.0
#pt2-pt3 - white
0.866,0.1,0.5,1.0,1.0,1.0,1.0,0.0
0.866,0.1,-0.5,1.0,1.0,1.0,1.0,0.0
0.8,0.5,0.0,1.0,1.0,1.0,1.0,0.0
#pt3-pt4 - white
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0
