# First connection - light green
0.5, 0.0, -0.5, 0.13,0.85,0.32,0.0,0.0
0.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0
0.5, 0.0, 0.5, 0.13,0.85,0.32,0.0,0.0
0.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0
# Second connecton - dark green
0.5, 0.0, 0.5, 0.2,0.66,0.32,0.0,0.0
2.2, 0.0, 0.5, 0.2,0.66,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.2,0.66,0.32,0.0,0.0
0.5, 0.0, -0.5, 0.2,0.66,0.32,0.0,0.0
2.2, 0.0, -0.5, 0.2,0.66,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.2,0.66,0.32,0.0,0.0
# Tip
2.2, 0.0, 0.5, 0.13,0.85,0.32,0.0,0.0
2.2, 1.8, 0.0, 0.13,0.85,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0

2.2, 0.0, -0.5, 0.13,0.85,0.32,0.0,0.0
1.6, 1.0, 0.0, 0.13,0.85,0.32,0.0,0.0
2.2, 1.8, 0.0, 0.13,0.85,0.32,0.0,0.0

# Tip End
2.2, 0.0, 0.5, 0.2,0.66,0.32,0.0,0.0
2.2, 0.0, -0.5, 0.2,0.66,0.32,0.0,0.0
2.2, 1.8, 0.0, 0.13,0.85,0.32,0.0,0.0

# Underside
0.5, 0.0, -0.5,0.1,0.46,0.12,0.0,0.0
0.5, 0.0, 0.5,0.1,0.46,0.12,0.0,0.0
2.2, 0.0, -0.5,0.1,0.46,0.12,0.0,0.0

2.2, 0.0, -0.5,0.1,0.46,0.12,0.0,0.0
2.2, 0.0, 0.5,0.1,0.46,0.12,0.0,0.0
0.5, 0.0, 0.5,0.1,0.46,0.12,0.0,0.0
